gdb9_index,E1-CC2,E2-CC2,f1-CC2,f2-CC2
2.855000000000000000e+03,2.957475600000000204e-01,3.034172199999999875e-01,9.723439999999999861e-03,4.190020000000000029e-03
2.856000000000000000e+03,2.634901000000000049e-01,3.060538899999999951e-01,1.924900000000000005e-03,1.214792999999999949e-02
2.857000000000000000e+03,2.718105299999999946e-01,2.891510400000000258e-01,1.773515999999999981e-02,1.182096000000000015e-02
2.858000000000000000e+03,2.496315600000000023e-01,2.676201200000000169e-01,3.108230999999999841e-02,1.032439999999999920e-03
2.859000000000000000e+03,2.575533799999999984e-01,2.813237599999999783e-01,1.748720000000000049e-03,1.204593999999999977e-02
2.860000000000000000e+03,2.896147900000000108e-01,3.002418700000000218e-01,5.878039999999999654e-02,6.357520000000000185e-03
2.861000000000000000e+03,2.800199099999999830e-01,2.944878899999999744e-01,2.050530000000000061e-03,5.325322999999999862e-02
2.862000000000000000e+03,2.432303700000000013e-01,2.665013099999999913e-01,3.176789000000000002e-02,2.650107999999999978e-02
2.863000000000000000e+03,2.638769899999999780e-01,2.747969599999999790e-01,1.256940000000000010e-03,2.378831000000000001e-02
2.864000000000000000e+03,2.636210600000000182e-01,2.789584399999999742e-01,1.146699999999999982e-04,6.234685999999999700e-02
2.865000000000000000e+03,2.641843899999999912e-01,2.643913800000000092e-01,1.222070000000000014e-03,2.117829999999999799e-03
2.866000000000000000e+03,2.613464799999999921e-01,2.832971200000000134e-01,1.503800000000000069e-04,1.562022000000000063e-02
2.867000000000000000e+03,2.794866599999999979e-01,2.823230500000000198e-01,3.592670000000000065e-03,2.088519999999999960e-03
2.868000000000000000e+03,2.253526799999999997e-01,2.307846600000000026e-01,3.134833399999999992e-01,6.238621999999999918e-02
2.869000000000000000e+03,2.079542600000000019e-01,2.282418400000000014e-01,1.267024499999999942e-01,1.600000000000000033e-07
2.870000000000000000e+03,2.181391500000000039e-01,2.244084299999999921e-01,3.892599999999999966e-03,1.421716799999999947e-01
2.871000000000000000e+03,2.404751599999999934e-01,2.645007500000000067e-01,3.615918599999999872e-01,7.036539999999999982e-03
2.872000000000000000e+03,2.023552700000000037e-01,2.573368200000000217e-01,7.024146000000000556e-02,3.026576899999999792e-01
2.873000000000000000e+03,1.985246699999999864e-01,2.151810000000000112e-01,6.970242999999999578e-02,3.675637999999999822e-02
2.874000000000000000e+03,2.192981599999999920e-01,2.262413199999999958e-01,3.942099999999999597e-03,1.157193499999999986e-01
2.875000000000000000e+03,2.683815999999999979e-01,2.728580899999999976e-01,3.505610000000000150e-03,1.368600399999999884e-01
2.876000000000000000e+03,2.471891099999999897e-01,2.536376200000000081e-01,1.043732999999999987e-02,7.623630000000000163e-03
2.877000000000000000e+03,2.768845099999999726e-01,3.113580799999999815e-01,2.287070400000000003e-01,1.054000000000000073e-05
2.878000000000000000e+03,2.301621000000000083e-01,2.408148900000000037e-01,4.352012999999999715e-02,8.545459999999999515e-03
2.879000000000000000e+03,2.492841199999999979e-01,2.570204999999999851e-01,7.319619999999999772e-03,3.710751999999999801e-02
2.880000000000000000e+03,2.675404499999999852e-01,2.737684300000000071e-01,2.689464999999999911e-02,1.383211799999999880e-01
2.881000000000000000e+03,2.490546299999999991e-01,2.578461699999999857e-01,5.569880000000000143e-03,1.151803400000000061e-01
2.882000000000000000e+03,2.385718199999999900e-01,2.579839600000000122e-01,4.861846999999999697e-02,7.380420000000000383e-03
2.883000000000000000e+03,2.780123999999999929e-01,2.864958899999999753e-01,2.520927800000000163e-01,3.575732999999999689e-02
2.884000000000000000e+03,2.305319500000000132e-01,2.405077700000000096e-01,8.470619999999999539e-02,2.955600000000000067e-03
2.885000000000000000e+03,2.231222399999999995e-01,2.295055699999999921e-01,3.085115999999999900e-02,6.847000000000000005e-04
2.886000000000000000e+03,2.425328099999999876e-01,2.651200100000000170e-01,5.556109000000000048e-02,4.988539999999999641e-03
2.887000000000000000e+03,2.690217400000000092e-01,2.802918600000000038e-01,1.985199999999999899e-04,3.639240000000000183e-03
2.888000000000000000e+03,2.546702800000000266e-01,2.665696200000000071e-01,8.970570000000000627e-03,4.719120000000000259e-03
2.889000000000000000e+03,2.662488599999999761e-01,2.707853000000000065e-01,3.133860000000000031e-03,4.467379999999999962e-03
2.890000000000000000e+03,2.560816100000000151e-01,2.718942400000000092e-01,6.504740000000000175e-03,9.041870000000000462e-03
2.891000000000000000e+03,2.618324699999999838e-01,2.756294200000000139e-01,2.491799999999999961e-04,5.270000000000000365e-06
2.892000000000000000e+03,3.116701599999999739e-01,3.237367800000000018e-01,7.652600000000000287e-04,8.631559999999999927e-03
2.893000000000000000e+03,2.433090300000000095e-01,2.699659699999999996e-01,6.280950000000000422e-03,1.586930000000000068e-03
2.894000000000000000e+03,2.705817699999999992e-01,2.849346600000000063e-01,8.920199999999999874e-04,1.876018999999999951e-02
2.895000000000000000e+03,2.725765700000000180e-01,3.012330799999999864e-01,6.911010000000000417e-03,5.491342999999999919e-02
2.896000000000000000e+03,2.722885899999999970e-01,2.861925200000000058e-01,7.578180000000000333e-03,1.580698000000000172e-02
2.897000000000000000e+03,2.827431100000000197e-01,2.884829999999999894e-01,1.867869999999999990e-03,1.040750000000000008e-03
2.898000000000000000e+03,1.439811699999999917e-01,2.220284200000000041e-01,3.408800000000000024e-04,3.895274799999999815e-01
2.899000000000000000e+03,1.438388200000000061e-01,1.850580699999999912e-01,2.639599999999999867e-04,7.629753000000000229e-02
2.900000000000000000e+03,1.524286400000000041e-01,1.787504799999999894e-01,2.102090000000000035e-03,4.439574000000000020e-01
2.901000000000000000e+03,1.464317199999999874e-01,1.686606700000000125e-01,2.390000000000000089e-04,6.426337000000000022e-02
2.902000000000000000e+03,1.409129500000000090e-01,1.917389300000000019e-01,2.385300000000000083e-04,3.078220000000000001e-03
2.903000000000000000e+03,1.639059200000000105e-01,2.585258899999999804e-01,4.487000000000000238e-05,1.919995000000000035e-02
2.904000000000000000e+03,1.633816700000000066e-01,2.409384099999999918e-01,1.496900000000000119e-04,4.818839999999999582e-03
2.905000000000000000e+03,2.099046599999999929e-01,2.324207299999999921e-01,1.496039999999999913e-03,7.796382000000000312e-02
2.906000000000000000e+03,1.607654799999999884e-01,2.479958300000000004e-01,7.233600000000000403e-04,1.200453499999999951e-01
2.907000000000000000e+03,1.629845099999999991e-01,2.369843799999999945e-01,6.052300000000000041e-04,4.887964999999999671e-02
2.908000000000000000e+03,1.583073899999999923e-01,2.201884699999999973e-01,2.375899999999999800e-03,4.857489000000000251e-02
2.909000000000000000e+03,2.005434600000000067e-01,2.028520799999999902e-01,9.683400000000000427e-04,4.520414799999999955e-01
2.910000000000000000e+03,1.936778700000000020e-01,2.270994699999999977e-01,2.124480000000000205e-03,3.717400000000000045e-03
2.911000000000000000e+03,1.605065999999999993e-01,2.716499099999999944e-01,8.450000000000000412e-06,3.692536999999999903e-02
2.912000000000000000e+03,1.614790100000000062e-01,2.436287500000000050e-01,2.082000000000000056e-05,1.518290000000000048e-03
2.913000000000000000e+03,1.647732399999999875e-01,2.559435099999999852e-01,1.819999999999999854e-05,6.913866999999999929e-02
2.914000000000000000e+03,1.609127200000000091e-01,2.518734300000000093e-01,1.626000000000000017e-05,5.305790000000000332e-03
2.915000000000000000e+03,1.573566700000000040e-01,2.458195499999999978e-01,1.490800000000000024e-04,6.058850000000000173e-03
2.916000000000000000e+03,2.093961199999999911e-01,2.435719500000000093e-01,1.611929999999999917e-03,2.080357399999999968e-01
2.917000000000000000e+03,2.058436600000000116e-01,2.111072900000000030e-01,5.358400000000000142e-03,2.565406399999999865e-01
2.918000000000000000e+03,1.961079099999999964e-01,2.115466400000000080e-01,1.227280000000000081e-03,2.735272599999999943e-01
2.919000000000000000e+03,2.336118699999999992e-01,2.745226000000000055e-01,6.219030000000000391e-03,3.094792900000000180e-01
2.920000000000000000e+03,2.360415100000000099e-01,2.790501899999999758e-01,7.209949999999999692e-03,2.348359799999999997e-01
2.921000000000000000e+03,2.620980600000000216e-01,2.701024300000000045e-01,5.059836999999999668e-02,3.173253200000000218e-01
2.922000000000000000e+03,2.367158199999999935e-01,2.604896700000000065e-01,1.044600400000000040e-01,1.996772000000000130e-02
2.923000000000000000e+03,2.505526800000000276e-01,2.582474200000000053e-01,6.887739999999999835e-03,8.905739000000000016e-02
2.924000000000000000e+03,2.339003500000000069e-01,2.602596899999999880e-01,4.429970000000000088e-03,8.038531999999999622e-02
2.925000000000000000e+03,2.590397700000000025e-01,2.665039499999999895e-01,4.168500000000000330e-03,6.358059999999999580e-03
2.926000000000000000e+03,2.408268899999999879e-01,2.606986099999999973e-01,1.053532199999999974e-01,2.607906999999999934e-02
2.927000000000000000e+03,2.616101900000000202e-01,2.679589700000000185e-01,5.517489999999999895e-03,6.447300000000000426e-04
2.928000000000000000e+03,2.739746900000000207e-01,2.781583400000000039e-01,2.134671999999999958e-01,1.399157000000000005e-02
2.929000000000000000e+03,2.478123899999999935e-01,2.562280499999999850e-01,6.842430000000000040e-03,1.141755599999999954e-01
2.930000000000000000e+03,2.715246700000000235e-01,2.764208499999999957e-01,1.716439000000000159e-02,2.661503999999999953e-02
2.931000000000000000e+03,2.484558099999999992e-01,2.694414600000000215e-01,7.673899999999999992e-03,1.377554400000000068e-01
2.932000000000000000e+03,2.647913700000000259e-01,2.765938199999999902e-01,1.250269999999999940e-03,2.295335699999999923e-01
2.933000000000000000e+03,2.465641500000000097e-01,2.576673300000000277e-01,7.654580000000000238e-03,1.046107800000000004e-01
2.934000000000000000e+03,2.698948800000000037e-01,2.801729800000000159e-01,2.913024000000000169e-01,3.077623999999999985e-02
2.935000000000000000e+03,2.459426899999999916e-01,2.540629200000000254e-01,5.968209999999999835e-03,1.340632599999999897e-01
2.936000000000000000e+03,2.299500999999999906e-01,2.642153500000000155e-01,7.616145000000000553e-02,1.126305000000000014e-02
2.937000000000000000e+03,2.470986300000000135e-01,2.756086700000000000e-01,9.086379999999999804e-03,3.058869100000000119e-01
2.938000000000000000e+03,2.460485500000000048e-01,2.689312799999999948e-01,5.121107999999999910e-02,2.391460999999999934e-02
2.939000000000000000e+03,2.655833599999999906e-01,2.728833900000000035e-01,2.676249999999999810e-03,2.876586600000000105e-01
2.940000000000000000e+03,2.487553700000000034e-01,2.527669599999999850e-01,1.375525000000000012e-02,1.237656800000000029e-01
2.941000000000000000e+03,2.305705500000000130e-01,2.658837600000000245e-01,7.450484999999999747e-02,6.014270000000000380e-03
2.942000000000000000e+03,3.304874899999999949e-01,3.351629899999999940e-01,1.187869000000000078e-02,8.666319999999999926e-03
2.943000000000000000e+03,2.581860599999999950e-01,2.878622699999999757e-01,1.858896000000000159e-02,3.226389999999999987e-03
2.944000000000000000e+03,2.622105299999999972e-01,2.907394200000000262e-01,1.480394999999999975e-02,8.073499999999999730e-04
2.945000000000000000e+03,2.787589799999999896e-01,2.949978300000000164e-01,2.571007000000000153e-02,2.431871999999999853e-02
2.946000000000000000e+03,2.785507300000000241e-01,2.920424699999999985e-01,3.015684999999999893e-02,1.630523999999999862e-02
2.947000000000000000e+03,2.690659899999999771e-01,2.943894899999999759e-01,2.480471999999999885e-02,1.629330000000000014e-02
2.948000000000000000e+03,2.890808200000000161e-01,2.993029899999999910e-01,1.269309000000000062e-02,3.739606999999999654e-02
2.949000000000000000e+03,2.710010600000000158e-01,2.754692799999999830e-01,1.772338000000000038e-02,2.413242000000000165e-02
2.950000000000000000e+03,2.650743600000000089e-01,3.191982500000000167e-01,2.972800000000000269e-04,3.092518000000000003e-02
2.951000000000000000e+03,2.650587999999999833e-01,2.864654300000000209e-01,9.805929999999999161e-03,1.368110000000000073e-03
2.952000000000000000e+03,2.677970100000000020e-01,2.701531600000000033e-01,1.462339999999999907e-03,2.668622999999999829e-02
2.953000000000000000e+03,2.794037400000000115e-01,2.914791299999999752e-01,1.110510999999999963e-02,4.991569999999999861e-03
2.954000000000000000e+03,2.688814099999999874e-01,2.938584000000000196e-01,1.220340999999999961e-02,6.495719999999999966e-03
2.955000000000000000e+03,2.015466099999999872e-01,2.260586300000000104e-01,5.407938000000000328e-02,1.447755199999999909e-01
2.956000000000000000e+03,1.528590300000000068e-01,2.155081299999999922e-01,3.979999999999999841e-05,2.629299999999999780e-04
2.957000000000000000e+03,1.545643700000000065e-01,1.934437699999999871e-01,4.922099999999999783e-04,9.790651999999999688e-02
2.958000000000000000e+03,1.501578399999999869e-01,2.143747699999999923e-01,2.417300000000000048e-04,1.638310000000000027e-03
2.959000000000000000e+03,1.742510200000000065e-01,2.200099399999999872e-01,8.829689999999999414e-03,1.746504000000000112e-01
2.960000000000000000e+03,1.551536400000000093e-01,2.450635600000000136e-01,2.950799999999999734e-04,4.088839999999999836e-03
2.961000000000000000e+03,1.561810100000000090e-01,1.858122600000000069e-01,6.831400000000000493e-04,1.025421700000000019e-01
2.962000000000000000e+03,1.525885100000000105e-01,2.124357600000000013e-01,4.874999999999999776e-04,2.674069000000000099e-02
2.963000000000000000e+03,1.786448399999999992e-01,2.226074299999999950e-01,9.794439999999999744e-03,2.099006800000000061e-01
2.964000000000000000e+03,1.423772199999999988e-01,1.850941799999999970e-01,2.464699999999999899e-04,5.712277000000000327e-02
2.965000000000000000e+03,1.055678099999999980e-01,1.593907599999999924e-01,1.599799999999999963e-04,9.155000000000000269e-05
2.966000000000000000e+03,1.104697899999999983e-01,1.688909799999999961e-01,1.950599999999999925e-04,1.974982000000000126e-02
2.967000000000000000e+03,1.104888400000000048e-01,1.698058699999999976e-01,2.462100000000000161e-04,1.235379999999999898e-03
2.968000000000000000e+03,1.239970600000000062e-01,1.786872999999999934e-01,7.647199999999999831e-04,2.564094000000000095e-02
2.969000000000000000e+03,2.703262900000000246e-01,2.818487900000000157e-01,1.456399999999999947e-04,4.507810000000000115e-03
2.970000000000000000e+03,2.695352300000000145e-01,2.803465199999999879e-01,8.298700000000000217e-04,1.206507000000000066e-02
2.971000000000000000e+03,2.557360499999999925e-01,2.673262000000000138e-01,4.477670999999999735e-02,4.342519999999999887e-03
2.972000000000000000e+03,3.133996600000000243e-01,3.163323200000000002e-01,9.239400000000000477e-04,1.878880000000000090e-03
2.973000000000000000e+03,2.742867399999999733e-01,2.854346400000000172e-01,1.667315000000000116e-02,2.382806000000000160e-02
2.974000000000000000e+03,2.915924200000000188e-01,2.997909100000000215e-01,4.281403000000000292e-02,8.172399999999999803e-03
2.975000000000000000e+03,2.600613600000000192e-01,2.821334799999999920e-01,3.806185000000000124e-02,1.147354000000000082e-02
2.976000000000000000e+03,2.532328999999999830e-01,2.925801299999999938e-01,3.104318999999999829e-02,1.900171999999999972e-02
2.977000000000000000e+03,2.491030999999999940e-01,2.589667399999999731e-01,3.954490000000000088e-02,1.376637999999999994e-02
2.978000000000000000e+03,2.660773699999999797e-01,2.954506100000000024e-01,2.961768999999999860e-02,1.343903999999999932e-02
2.979000000000000000e+03,2.606763300000000116e-01,2.743207100000000231e-01,4.295100000000000263e-04,1.723132999999999956e-02
2.980000000000000000e+03,2.539356700000000022e-01,2.655222899999999941e-01,4.221900000000000219e-04,2.202980000000000216e-03
2.981000000000000000e+03,2.574375600000000097e-01,2.703683399999999848e-01,5.020239999999999599e-03,1.886906000000000000e-02
2.982000000000000000e+03,2.784231699999999976e-01,3.042173400000000028e-01,2.348149999999999890e-02,3.809550000000000089e-03
2.983000000000000000e+03,2.575831299999999935e-01,2.820965699999999909e-01,1.185559999999999999e-03,1.077176000000000002e-02
2.984000000000000000e+03,2.664037400000000000e-01,2.935351199999999827e-01,1.789935999999999958e-02,9.956730000000000441e-03
2.985000000000000000e+03,1.616353899999999899e-01,2.793743799999999777e-01,6.865699999999999538e-04,6.074968000000000035e-02
2.986000000000000000e+03,1.541386999999999896e-01,2.189412599999999987e-01,1.779299999999999990e-04,4.542100000000000304e-03
2.987000000000000000e+03,1.597180699999999898e-01,2.531199100000000035e-01,1.418199999999999940e-04,1.330140000000000055e-03
2.988000000000000000e+03,1.596616499999999883e-01,2.312532099999999868e-01,2.463200000000000133e-04,3.741280000000000040e-03
2.989000000000000000e+03,2.106718700000000111e-01,2.486247099999999988e-01,2.748790000000000087e-03,2.442601399999999867e-01
2.990000000000000000e+03,1.706784699999999988e-01,2.429385599999999978e-01,6.002600000000000297e-04,2.277430000000000079e-02
2.991000000000000000e+03,1.701289400000000063e-01,2.341804899999999912e-01,2.323449999999999908e-03,5.340885000000000077e-02
2.992000000000000000e+03,1.688550900000000132e-01,2.390918300000000052e-01,6.690900000000000059e-04,3.013572000000000126e-02
2.993000000000000000e+03,1.719060400000000099e-01,2.642587699999999762e-01,2.870000000000000050e-06,3.088126000000000065e-02
2.994000000000000000e+03,1.725965499999999875e-01,2.253417500000000073e-01,8.111999999999999582e-05,1.004799599999999932e-01
2.995000000000000000e+03,1.654383100000000051e-01,2.506467099999999948e-01,2.601600000000000028e-04,1.560108999999999975e-02
2.996000000000000000e+03,1.959572300000000100e-01,2.504039900000000207e-01,6.950569999999999665e-03,1.603506799999999954e-01
2.997000000000000000e+03,2.214209400000000105e-01,2.552311899999999967e-01,2.718299999999999775e-04,5.611999999999999801e-05
2.998000000000000000e+03,2.208552699999999924e-01,2.582481400000000149e-01,7.056000000000000206e-04,1.227444399999999963e-01
2.999000000000000000e+03,2.125715999999999994e-01,2.597429099999999935e-01,6.572299999999999670e-04,1.797701300000000002e-01
3.000000000000000000e+03,2.329103999999999897e-01,2.608397100000000024e-01,7.966539999999999386e-03,9.109600000000000466e-04
3.001000000000000000e+03,2.259535900000000097e-01,3.340758999999999812e-01,4.133200000000000068e-04,6.931559999999999805e-03
3.002000000000000000e+03,2.250989499999999921e-01,2.502982999999999736e-01,1.103339999999999963e-03,1.306921100000000002e-01
3.003000000000000000e+03,2.129840400000000133e-01,2.597500200000000259e-01,9.076000000000000517e-04,2.277208999999999831e-02
3.004000000000000000e+03,2.413545800000000130e-01,2.722121900000000205e-01,1.811888000000000040e-02,1.453192500000000109e-01
3.005000000000000000e+03,1.722457500000000030e-01,2.609239799999999998e-01,1.159999999999999905e-06,2.022120000000000167e-02
3.006000000000000000e+03,1.805043899999999868e-01,2.194653000000000020e-01,3.899999999999999929e-06,1.181416200000000027e-01
3.007000000000000000e+03,1.733963699999999941e-01,2.369988600000000056e-01,5.431599999999999970e-04,3.498935000000000239e-02
3.008000000000000000e+03,2.058934099999999989e-01,2.477066099999999937e-01,1.028872999999999940e-02,1.614933199999999958e-01
3.009000000000000000e+03,2.652477699999999938e-01,3.129846800000000151e-01,6.811900000000000290e-04,8.043599999999999492e-04
3.010000000000000000e+03,2.676795699999999778e-01,2.934717099999999967e-01,8.819599999999999922e-04,2.586424999999999835e-02
3.011000000000000000e+03,2.665261999999999909e-01,2.836380600000000252e-01,6.239506000000000219e-02,2.314035999999999871e-02
3.012000000000000000e+03,3.101221900000000198e-01,3.121594699999999944e-01,5.591660000000000033e-03,1.215039999999999914e-03
3.013000000000000000e+03,2.901831799999999850e-01,2.937336199999999731e-01,3.961267000000000260e-02,1.514432999999999925e-02
3.014000000000000000e+03,2.590621799999999753e-01,2.732202899999999768e-01,7.485859000000000263e-02,2.477989999999999794e-03
3.015000000000000000e+03,2.674328899999999787e-01,3.080181699999999800e-01,1.351937999999999925e-02,1.107080000000000087e-03
3.016000000000000000e+03,2.694804399999999878e-01,2.726411400000000040e-01,1.333240999999999940e-02,6.680000000000000174e-03
3.017000000000000000e+03,2.849253400000000269e-01,2.976045800000000074e-01,4.469270000000000014e-03,2.799658999999999828e-02
3.018000000000000000e+03,2.718546399999999807e-01,3.014705999999999775e-01,2.217328000000000007e-02,1.095192000000000040e-02
3.019000000000000000e+03,2.752207700000000035e-01,2.768488700000000247e-01,5.936150000000000281e-03,3.045503000000000099e-02
3.020000000000000000e+03,2.787174900000000122e-01,2.974411900000000220e-01,2.343158999999999867e-02,1.715076999999999921e-02
3.021000000000000000e+03,2.702861200000000186e-01,2.908990499999999924e-01,4.068940000000000057e-03,3.404611999999999916e-02
3.022000000000000000e+03,2.750718200000000224e-01,2.768955300000000008e-01,2.588210000000000077e-03,9.241839999999999430e-03
3.023000000000000000e+03,2.806619100000000144e-01,2.940000400000000180e-01,9.664199999999999527e-04,8.770480000000000637e-03
3.024000000000000000e+03,1.934506300000000123e-01,2.056243199999999993e-01,1.915200000000000095e-04,1.479123000000000070e-02
3.025000000000000000e+03,1.911926599999999865e-01,2.035603699999999905e-01,3.741889999999999886e-03,3.181293000000000315e-02
3.026000000000000000e+03,1.947938700000000078e-01,2.060796000000000017e-01,3.710269999999999888e-03,2.005879999999999816e-03
3.027000000000000000e+03,2.061147500000000132e-01,2.203288499999999928e-01,3.148299999999999927e-04,2.874076999999999882e-02
3.028000000000000000e+03,2.013579500000000078e-01,2.157309299999999874e-01,6.861479999999999663e-03,8.489501000000000686e-02
3.029000000000000000e+03,2.096442799999999884e-01,2.224105600000000071e-01,6.179770000000000228e-03,1.307457000000000064e-02
3.030000000000000000e+03,2.713766200000000128e-01,2.831646899999999967e-01,6.389999999999999806e-06,7.091690000000000320e-03
3.031000000000000000e+03,2.715485200000000154e-01,2.837403800000000142e-01,4.789999999999999879e-05,5.200569999999999846e-03
3.032000000000000000e+03,2.658886699999999936e-01,2.714781399999999789e-01,4.200240999999999697e-02,3.774399999999999912e-04
3.033000000000000000e+03,2.586042100000000010e-01,2.631026599999999882e-01,9.789399999999999751e-04,9.746269999999999586e-03
3.034000000000000000e+03,3.128286499999999859e-01,3.161649799999999844e-01,4.860180000000000403e-03,1.119799999999999951e-04
3.035000000000000000e+03,2.610161799999999865e-01,2.919079500000000271e-01,1.448643999999999973e-02,2.488618999999999901e-02
3.036000000000000000e+03,2.988741799999999893e-01,3.006861699999999749e-01,2.667983999999999981e-02,1.573948999999999834e-02
3.037000000000000000e+03,2.672616099999999828e-01,2.804589900000000191e-01,3.636455999999999716e-02,2.379734999999999837e-02
3.038000000000000000e+03,2.391917100000000018e-01,2.636295000000000166e-01,3.180239999999999977e-03,1.352067000000000026e-02
3.039000000000000000e+03,2.667863400000000107e-01,2.966887500000000011e-01,3.084710000000000056e-03,2.540542999999999968e-02
3.040000000000000000e+03,1.490850499999999967e-01,2.069470599999999882e-01,2.080700000000000052e-04,3.372900000000000182e-04
3.041000000000000000e+03,1.479226600000000114e-01,2.049605600000000138e-01,1.957999999999999888e-04,3.564798100000000081e-01
3.042000000000000000e+03,1.474064700000000117e-01,2.100003000000000009e-01,2.020600000000000000e-04,2.330145000000000133e-02
3.043000000000000000e+03,2.368117100000000086e-01,2.742802999999999769e-01,2.329480000000000092e-03,2.786932999999999772e-01
3.044000000000000000e+03,2.367506500000000069e-01,2.733227799999999874e-01,2.288420000000000211e-03,2.670605699999999971e-01
3.045000000000000000e+03,1.624298200000000025e-01,2.815023999999999860e-01,3.167900000000000078e-04,3.949794000000000221e-02
3.046000000000000000e+03,1.627140300000000095e-01,2.873769700000000094e-01,2.798699999999999886e-04,4.362784000000000106e-02
3.047000000000000000e+03,1.617684400000000133e-01,2.546474899999999764e-01,1.271599999999999955e-04,7.886560000000000792e-03
3.048000000000000000e+03,1.619703700000000024e-01,2.486606199999999989e-01,5.089000000000000235e-05,6.313400000000000262e-03
3.049000000000000000e+03,2.167072300000000007e-01,2.637038299999999724e-01,1.195539999999999927e-03,1.060721000000000025e-01
3.050000000000000000e+03,2.164873400000000003e-01,2.607137900000000008e-01,1.220329999999999939e-03,1.543436999999999934e-02
3.051000000000000000e+03,2.170760200000000084e-01,2.663701500000000277e-01,8.726499999999999882e-04,2.056713799999999870e-01
3.052000000000000000e+03,2.189262999999999904e-01,2.884980200000000217e-01,1.400910000000000002e-03,2.076404900000000109e-01
3.053000000000000000e+03,2.188441799999999993e-01,2.711683300000000130e-01,1.005669999999999958e-03,1.504516000000000013e-02
3.054000000000000000e+03,2.173223300000000080e-01,2.860395099999999968e-01,1.663959999999999918e-03,1.636204400000000059e-01
3.055000000000000000e+03,2.697898300000000082e-01,2.810845200000000044e-01,1.520000000000000016e-05,9.184200000000000003e-03
3.056000000000000000e+03,2.608628299999999900e-01,2.694261099999999964e-01,7.682519999999999974e-03,3.104000000000000097e-04
3.057000000000000000e+03,2.694729599999999836e-01,2.805356700000000147e-01,4.401000000000000045e-05,1.200501999999999993e-02
3.058000000000000000e+03,2.618354900000000041e-01,2.629034100000000040e-01,1.207800000000000057e-04,2.748940999999999885e-02
3.059000000000000000e+03,2.255537699999999868e-01,2.604984499999999925e-01,8.276499999999999786e-04,3.179943199999999970e-01
3.060000000000000000e+03,2.526867400000000208e-01,2.663177299999999748e-01,1.362600000000000052e-03,6.001125999999999683e-02
3.061000000000000000e+03,2.417147900000000127e-01,2.603182499999999733e-01,3.016486000000000167e-02,7.630589000000000122e-02
3.062000000000000000e+03,2.482378000000000084e-01,2.653224800000000272e-01,1.685990000000000058e-02,5.705560000000000145e-03
3.063000000000000000e+03,2.471765900000000016e-01,2.592001199999999783e-01,3.741389999999999820e-03,4.264786999999999745e-02
3.064000000000000000e+03,2.480744500000000019e-01,2.499067500000000108e-01,2.856944999999999971e-02,1.650257199999999869e-01
3.065000000000000000e+03,2.515784200000000248e-01,2.562445500000000154e-01,8.173110000000000791e-03,1.008379300000000062e-01
3.066000000000000000e+03,2.289910699999999910e-01,2.467378000000000071e-01,8.861900000000000246e-04,5.024192400000000447e-01
3.067000000000000000e+03,3.087983400000000045e-01,3.173341599999999763e-01,9.302080000000000765e-03,4.468749999999999632e-03
3.068000000000000000e+03,2.952752100000000102e-01,2.988865399999999783e-01,3.412298999999999888e-02,1.071049999999999953e-02
3.069000000000000000e+03,2.608553800000000256e-01,2.755650399999999833e-01,5.614356999999999681e-02,9.072590000000000168e-03
3.070000000000000000e+03,2.742134700000000147e-01,2.893591500000000094e-01,2.520431000000000060e-02,1.148377000000000078e-02
3.071000000000000000e+03,2.694064999999999932e-01,3.062662899999999966e-01,4.365208000000000282e-02,1.039754000000000025e-02
3.072000000000000000e+03,2.648862000000000161e-01,2.705991799999999947e-01,1.044486000000000026e-02,4.738686999999999760e-02
3.073000000000000000e+03,2.754219900000000054e-01,2.973605799999999855e-01,4.799015000000000225e-02,3.619143999999999833e-02
3.074000000000000000e+03,2.721342600000000167e-01,3.124958800000000037e-01,4.023456999999999728e-02,9.165500000000000253e-04
3.075000000000000000e+03,2.754105499999999762e-01,2.977858800000000028e-01,3.930262000000000339e-02,3.245959999999999818e-02
3.076000000000000000e+03,2.663187200000000088e-01,2.732482399999999756e-01,5.361234000000000138e-02,1.794756999999999950e-02
3.077000000000000000e+03,2.657967700000000155e-01,3.109977800000000014e-01,4.578900000000000223e-04,7.541749999999999843e-03
3.078000000000000000e+03,2.667900200000000166e-01,2.956305100000000130e-01,4.262700000000000235e-04,3.114627000000000021e-02
3.079000000000000000e+03,2.611161699999999808e-01,2.662372199999999967e-01,5.698993000000000114e-02,3.255099999999999921e-04
3.080000000000000000e+03,2.829750100000000268e-01,2.887698000000000209e-01,2.204928999999999917e-02,6.815220000000000306e-03
3.081000000000000000e+03,2.336968799999999957e-01,2.426595500000000016e-01,2.457103999999999885e-02,9.787078999999999918e-02
3.082000000000000000e+03,2.440853199999999945e-01,2.512864000000000209e-01,5.661715999999999971e-02,4.506493000000000304e-02
3.083000000000000000e+03,2.492744000000000071e-01,2.742750899999999992e-01,4.750600000000000222e-04,4.768289999999999682e-03
3.084000000000000000e+03,2.797748700000000088e-01,2.959145599999999932e-01,8.632899999999999558e-04,2.840047999999999878e-02
3.085000000000000000e+03,2.499874499999999999e-01,2.633414700000000219e-01,9.016399999999999935e-04,2.112516000000000047e-02
3.086000000000000000e+03,2.711336899999999828e-01,2.837852299999999994e-01,4.639759999999999718e-03,1.620148000000000074e-02
